year,id,sent,msgType,event_text,event_code,matched_keyword,snippet
2020,d802e734-fffe-41cb-90e3-2793d2595c30,2020-08-19T14:55:06.000Z,Alert,Law Enforcement Warning,LEW,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AR-63ac6f61-c9cd-4e24-87a7-5c51e6685f51</identifier><sender>mbaughman@rogersar.gov</sender><sent>2020-08-19T08:55:06-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><even"
2020,170ce549-d988-44ce-bd49-2667cf9ec49c,2020-08-22T16:48:55.000Z,Alert,Law Enforcement Warning,LEW,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-NE-4987781a-c3cf-4f35-9cfa-0a144ff8fa2c</identifier><sender>aaron.alward@douglascounty-ne.gov</sender><sent>2020-08-22T10:48:55-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</cat"
2020,437b32c3-2290-4fc5-9198-cfdf78d047fc,2020-08-23T01:57:30.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-cc2311b2-ee1f-49fd-b15c-197f3cf900fa</identifier><sender>PPENAIII@AZDPS.gov</sender><sent>2020-08-22T19:57:30-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,57d0fb0c-543b-4826-9262-e27f1f97c24c,2020-08-27T18:37:50.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-d1cdb58f-8e6f-4180-8edd-2714d0c72eb1</identifier><sender>vleon@azdps.gov</sender><sent>2020-08-27T12:37:50-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admini"
2020,c98193cc-b797-41b0-8be2-3b2e6d242dfc,2020-08-28T02:31:29.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-e73a103447d74701b32f2b93eacdafdd</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-08-27T22:31:29-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,755a0491-0eea-47b0-814c-f54d931269ff,2020-08-31T21:11:20.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-1298daf560444e4f93996dbff3bd0c63</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-08-31T17:11:20-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,1ac2c50f-735a-48aa-8876-88869582bff5,2020-09-01T14:58:27.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-ef4c658ae6d748b284008d50bf85e9c7</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-09-01T10:58:27-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,6551679c-58ed-4142-8972-4df1356f8121,2020-09-01T16:31:01.000Z,Alert,Law Enforcement Warning,LEW,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-WI-e3ebbc62-d114-4b4f-af0f-29e5871e58e5</identifier><sender>wcc@waukeshacounty.gov</sender><sent>2020-09-01T10:31:01-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><even"
2020,4d66db60-2202-4246-a86d-6a0b1514d66d,2020-09-01T16:51:53.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-77c3ccd91df1400abe566bcb9776ee3c</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-09-01T12:51:53-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,70e49992-fb66-4e11-ae21-fef957deba9d,2020-09-03T14:07:27.000Z,Alert,Local Area Emergency Warning,LAE,missing vulnerable,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-WI-e90b7e70-3f1b-4be5-b93d-e1271bcbe390</identifier><sender>jennis@co.walworth.wi.us</sender><sent>2020-09-03T08:07:27-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><ev"
2020,f63a8c3f-c561-4609-a242-ef6e4b472888,2020-09-04T02:57:57.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-6ee090cc-f9f4-4d0c-b32d-10035a45844b</identifier><sender>galegria@azdps.gov</sender><sent>2020-09-03T20:57:57-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,04efb039-3d31-4f30-aabb-f0fbcedaafd4,2020-09-04T18:15:49.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-10bf0332-d3af-4ca2-8103-e978fb848297</identifier><sender>vleon@azdps.gov</sender><sent>2020-09-04T12:15:49-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admini"
2020,43d20f81-77c4-44b9-b8c3-41a2967937c8,2020-09-14T17:01:43.000Z,Alert,Civil Emergency Message,CEM,critical missing,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>535191579832804</identifier><sender>535191579832804</sender><sent>2020-09-14T13:01:43-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>Carroll County Public Safety</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><urgen"
2020,256815e6-ac5a-47bd-a618-65470f6c6855,2020-09-15T11:00:18.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-be1ff044-0665-40a4-9897-da03832a6b99</identifier><sender>jkozubal@azdps.gov</sender><sent>2020-09-15T05:00:18-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,56601b82-c9e5-4106-9844-eae88c670a61,2020-09-18T05:20:56.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-9a94e2e4-f0ff-480c-b0a4-7ed3b3c0cda3</identifier><sender>MGRZYBOWSKI@AZDPS.GOV</sender><sent>2020-09-17T23:20:56-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>"
2020,4cf0866b-48f7-4e3c-a14a-fcc722f4af09,2020-09-20T22:50:13.000Z,Alert,Law Enforcement Warning,LEW,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-NE-98ed7dc2-33a7-4651-bd6b-db5727bbaa92</identifier><sender>Tracy.Scherer@cityofomaha.org</sender><sent>2020-09-20T16:50:13-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</categor"
2020,3924d7db-01d2-4fff-8ee3-8a20cb45594b,2020-09-21T02:04:45.000Z,Alert,Local Area Emergency,LAE,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>533954629262465</identifier><sender>533954629262465</sender><sent>2020-09-20T21:04:45-05:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Local Area Emergency</event><urgency>Immediate</urgency><severity>Extreme</severit"
2020,b5336a8a-b83c-4360-9b57-ee71dd68db55,2020-09-27T01:42:16.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-0bd31a4a-a2fa-4e76-90f5-1e98284932e5</identifier><sender>galegria@azdps.gov</sender><sent>2020-09-26T19:42:16-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,c4969b92-e4c0-4f1c-8a06-91158fa6683e,2020-09-28T17:24:18.000Z,Alert,Law Enforcement Warning,LEW,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564466076883351</identifier><sender>564466076883351</sender><sent>2020-09-28T10:24:18-07:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforcement Warning</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,267282ee-cc00-48a5-95c8-99ba4757658b,2020-09-30T00:27:52.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-12665722-70a8-4477-9d1f-97ee50c2b5f4</identifier><sender>PPENAIII@AZDPS.gov</sender><sent>2020-09-29T18:27:52-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,44107de9-dd07-4114-8a67-fd0d08f71762,2020-10-02T05:48:25.000Z,Alert,Civil Emergency Message,CEM,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564328637935417</identifier><sender>564328637935417</sender><sent>2020-10-02T00:48:25-05:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Rescue</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,f432f5ad-ab86-4695-8c07-603df1d029a3,2020-10-02T05:58:45.000Z,Alert,Civil Emergency Message,CEM,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564328637935423</identifier><sender>564328637935423</sender><sent>2020-10-02T00:58:45-05:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,b6d39919-2ef3-4597-a151-ab13599f0559,2020-10-02T13:12:30.000Z,Alert,Civil Emergency Message,CEM,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564053760029335</identifier><sender>564053760029335</sender><sent>2020-10-02T08:12:30-05:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Rescue</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,c62aa361-6eb8-4594-9c2c-8c815e7bbda2,2020-10-02T13:16:20.000Z,Alert,Civil Emergency Message,CEM,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564053760029341</identifier><sender>564053760029341</sender><sent>2020-10-02T08:16:20-05:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Rescue</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,2748b57e-bbbf-41f8-867b-d994369bd39a,2020-10-03T01:49:08.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-acaeb64f-da77-493c-9cc5-1041d63506ba</identifier><sender>galegria@azdps.gov</sender><sent>2020-10-02T19:49:08-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,965ff516-2dbd-47c5-ad3c-8947ed558c31,2020-10-03T09:12:52.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-80173013-6f39-4ad7-acf0-a955a38a39e5</identifier><sender>MGRZYBOWSKI@AZDPS.GOV</sender><sent>2020-10-03T03:12:52-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>"
2020,48846aee-bebf-4835-a04f-d5ef6e58d368,2020-10-03T15:15:52.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-9b8ace40c5c9462ca070cd01274cb416</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-10-03T11:15:52-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,1f0ef9a5-3454-492d-afdf-fedf3c8156df,2020-10-03T16:48:18.000Z,Cancel,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-C-5577c27f66764992b568bb4d422b2daa</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-10-03T12:48:18-04:00</sent><status>Actual</status><msgType>Cancel</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><references>ENTAC@chp.ca.gov,OnSolve-9b8ace40c5c9462ca070cd01274cb416,2020"
2020,9c5cba5e-07a7-49c0-a397-f040024399e3,2020-10-03T22:01:34.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-cbc6c903926d4a1e8024cf4aaa5b89cd</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-10-03T18:01:34-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,8144ce36-7926-4a26-a228-acfcfe862cc8,2020-10-03T23:58:26.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-2f2bf28e22174a4ea72b861478e6d053</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-10-03T19:58:26-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,4789c978-25de-41a9-8f86-d21e79de55d2,2020-10-04T04:26:24.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-ee72d220-558a-429d-98ba-379ac2082251</identifier><sender>galegria@azdps.gov</sender><sent>2020-10-03T22:26:24-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,6222a0f9-12d5-4b91-978d-899cdfe261c4,2020-10-06T00:17:48.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-6cefbc69-f3a5-4cc6-9ec2-b2bb51e9b1a5</identifier><sender>vleon@azdps.gov</sender><sent>2020-10-05T18:17:48-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admini"
2020,19094119-a57d-4da2-9b63-0b6f8f9a306a,2020-10-06T06:53:01.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-009bde83-d862-4e68-a175-67bf5096aa79</identifier><sender>jkozubal@azdps.gov</sender><sent>2020-10-06T00:53:01-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,90ae7677-7307-40f8-9d00-a8707aa23930,2020-10-06T09:57:59.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-c1695271-6c3f-4c64-a72c-483aad950603</identifier><sender>jkozubal@azdps.gov</sender><sent>2020-10-06T03:57:59-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,133f660f-cd95-46b0-b2e7-ecdef9ff2eff,2020-10-08T00:46:56.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-39e08d36-011f-423c-bd79-73bd4e71efa3</identifier><sender>vleon@azdps.gov</sender><sent>2020-10-07T18:46:56-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admini"
2020,953026fd-d677-468e-a099-031b42eee304,2020-10-08T16:09:34.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-9cd26238763d43c19e96c2f582ffbb64</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-10-08T12:09:34-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,f6dc0d56-6337-4175-9cc6-12e9328f0370,2020-10-13T20:39:02.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-e2810a1b-5914-4849-93d0-638656f6de5d</identifier><sender>CMoore@azdps.gov</sender><sent>2020-10-13T14:39:02-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admin"
2020,97433222-3ba1-4c5d-9195-33c360208745,2020-10-17T06:14:09.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-8f2aa174-8fd0-4ea5-8bf3-24229bda7d0f</identifier><sender>vleon@azdps.gov</sender><sent>2020-10-17T00:14:09-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admini"
2020,6248be83-b809-4e36-bd73-127b826cc6e9,2020-10-17T15:52:19.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-fc477fb4-303c-41fa-b0c9-f601fa6225e2</identifier><sender>CMoore@azdps.gov</sender><sent>2020-10-17T09:52:19-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admin"
2020,de3ecde1-c989-4eb1-adda-b47192e65007,2020-10-17T22:35:15.000Z,Alert,Civil Emergency Message,CEM,missing elderly,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564466076912740</identifier><sender>564466076912740</sender><sent>2020-10-17T15:35:15-07:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,427b453a-e131-4452-a02f-1ef77bc382f2,2020-10-17T23:36:25.000Z,Update,Civil Emergency Message,CEM,missing elderly,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564466076912785</identifier><sender>564466076912785</sender><sent>2020-10-17T16:36:25-07:00</sent><status>Actual</status><msgType>Update</msgType><scope>Public</scope><code>IPAWSv1.0</code><references>564466076912740,564466076912740,2020-10-17T22:35:15Z</references><info><language>en-US</language><category>Safety</category><event>Civi"
2020,37a8d1d4-1224-4a83-8433-ac44413750e8,2020-10-19T17:32:46.000Z,Alert,Law Enforcement Warning,LEW,missing person,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-NE-702dfe8d-c3c7-481a-bcfe-df8e19acff5d</identifier><sender>Tracy.Scherer@cityofomaha.org</sender><sent>2020-10-19T11:32:46-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</categor"
2020,88feab0b-9b51-404a-bb4e-4dab3bbfee42,2020-10-20T02:29:46.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-ba5c8adb-0e00-4dfa-a7de-46841eb45771</identifier><sender>PPENAIII@AZDPS.gov</sender><sent>2020-10-19T20:29:46-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,dab5d9ac-274e-41bf-9aa2-618f6f64c2fe,2020-10-20T06:55:13.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-d81fd0d6-8945-4f6b-9fca-2fe3e1fe8b95</identifier><sender>jkozubal@azdps.gov</sender><sent>2020-10-20T00:55:13-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,89fc80d1-4c9d-4f64-9eb7-53686fa1544f,2020-10-22T05:53:55.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-f9e6e3cd-86ff-431b-86fc-3213e96ff4c4</identifier><sender>jkozubal@azdps.gov</sender><sent>2020-10-21T23:53:55-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,751712e1-cd52-4304-863f-26cbb1ca1af4,2020-10-22T22:19:35.000Z,Alert,Civil Emergency Message,CEM,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564053760061141</identifier><sender>564053760061141</sender><sent>2020-10-22T17:19:35-05:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,0cc8b4cf-18ef-4482-af2a-4d891d73634e,2020-10-22T22:27:20.000Z,Alert,Civil Emergency Message,CEM,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>564053760061156</identifier><sender>564053760061156</sender><sent>2020-10-22T17:27:20-05:00</sent><status>Actual</status><msgType>Alert</msgType><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Civil Emergency Message</event><urgency>Immediate</urgency><severity>Extreme</seve"
2020,54f7ce37-90e8-4ab9-ba2e-11d71d9f4b2d,2020-10-25T01:24:55.000Z,Alert,Law Enforcement Warning,LEW,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>OnSolve-210d0b09a2f44391b31baf230070ae62</identifier><sender>ENTAC@chp.ca.gov</sender><sent>2020-10-24T21:24:55-04:00</sent><status>Actual</status><msgType>Alert</msgType><source>CA California Highway Patrol</source><scope>Public</scope><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Law Enforce"
2020,92a0cec4-8570-42ef-a40a-01add5e80183,2020-10-25T08:53:02.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-632cb68c-1f9e-4d84-bd38-6d0c3506320a</identifier><sender>vleon@azdps.gov</sender><sent>2020-10-25T02:53:02-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Admini"
2020,14fb19ac-898a-4154-a83d-e83f19172f6c,2020-10-28T12:21:58.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-2502de09-eecf-4d97-acbb-85b76f5ae677</identifier><sender>jkozubal@azdps.gov</sender><sent>2020-10-28T06:21:58-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
2020,1c823129-bdcf-4843-9faf-06f01343e638,2020-10-29T07:57:51.000Z,Alert,Local Area Emergency Warning,LAE,dementia,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-SD-699f0050-30ce-482e-95b4-d4c6b01b565e</identifier><sender>gregfire@gwtc.net</sender><sent>2020-10-29T01:57:51-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Safety</category><event>Loc"
2020,d9e6d59f-94e1-443a-9b05-34cacdeba4a3,2020-10-31T01:00:58.000Z,Alert,Administrative Message,ADR,silver alert,"<alert xmlns=""urn:oasis:names:tc:emergency:cap:1.2""><identifier>AS-AZ-ef668d47-fa36-42c4-8bfd-41f8bff55b7e</identifier><sender>galegria@azdps.gov</sender><sent>2020-10-30T19:00:58-06:00</sent><status>Actual</status><msgType>Alert</msgType><source>AlertSense</source><scope>Public</scope><addresses></addresses><code>IPAWSv1.0</code><info><language>en-US</language><category>Other</category><event>Adm"
