state,year,review_status,reason
INMPO,2021,accepted,"FARS person-fatality comparison: ratio 0.92-1.01, county-year Pearson 0.9996-0.9998, county-date agreement 0.94-0.97 across all 7 years -- a strong match given person_fatals is a proxy (count of Incapacitated_Fatal='Fatal'-flagged crashes, a crash-level severity flag, not a true per-crash person count). Multi-county (8-county Indianapolis MPO region) addition: no Indiana statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Kansas City candidate) by checking Marion County's own records include Lawrence, Speedway, Beech Grove, and Southport, not only Indianapolis proper. Fatal/SSI-only source (no all-crash denominator, no numeric per-crash counts): crashes is not comparable; serious_injury_persons (SSI-flagged crash count) is an analogous proxy, unvalidated against an independent benchmark, same caveat as VA/WI's injury-count proxies. coverage_valid, zero geography exclusions across all 7 years (source: Indianapolis MPO Fatal/SSI Crash Data FeatureServer, services5.arcgis.com)."
INMPO,2022,accepted,"FARS person-fatality comparison: ratio 0.92-1.01, county-year Pearson 0.9996-0.9998, county-date agreement 0.94-0.97 across all 7 years -- a strong match given person_fatals is a proxy (count of Incapacitated_Fatal='Fatal'-flagged crashes, a crash-level severity flag, not a true per-crash person count). Multi-county (8-county Indianapolis MPO region) addition: no Indiana statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Kansas City candidate) by checking Marion County's own records include Lawrence, Speedway, Beech Grove, and Southport, not only Indianapolis proper. Fatal/SSI-only source (no all-crash denominator, no numeric per-crash counts): crashes is not comparable; serious_injury_persons (SSI-flagged crash count) is an analogous proxy, unvalidated against an independent benchmark, same caveat as VA/WI's injury-count proxies. coverage_valid, zero geography exclusions across all 7 years (source: Indianapolis MPO Fatal/SSI Crash Data FeatureServer, services5.arcgis.com)."
INMPO,2023,accepted,"FARS person-fatality comparison: ratio 0.92-1.01, county-year Pearson 0.9996-0.9998, county-date agreement 0.94-0.97 across all 7 years -- a strong match given person_fatals is a proxy (count of Incapacitated_Fatal='Fatal'-flagged crashes, a crash-level severity flag, not a true per-crash person count). Multi-county (8-county Indianapolis MPO region) addition: no Indiana statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Kansas City candidate) by checking Marion County's own records include Lawrence, Speedway, Beech Grove, and Southport, not only Indianapolis proper. Fatal/SSI-only source (no all-crash denominator, no numeric per-crash counts): crashes is not comparable; serious_injury_persons (SSI-flagged crash count) is an analogous proxy, unvalidated against an independent benchmark, same caveat as VA/WI's injury-count proxies. coverage_valid, zero geography exclusions across all 7 years (source: Indianapolis MPO Fatal/SSI Crash Data FeatureServer, services5.arcgis.com)."
INMPO,2024,accepted,"FARS person-fatality comparison: ratio 0.92-1.01, county-year Pearson 0.9996-0.9998, county-date agreement 0.94-0.97 across all 7 years -- a strong match given person_fatals is a proxy (count of Incapacitated_Fatal='Fatal'-flagged crashes, a crash-level severity flag, not a true per-crash person count). Multi-county (8-county Indianapolis MPO region) addition: no Indiana statewide crash-level feed exists. Verified genuinely county-wide (not a single-city-PD jurisdiction, the failure mode that disqualified a same-session Seattle/Kansas City candidate) by checking Marion County's own records include Lawrence, Speedway, Beech Grove, and Southport, not only Indianapolis proper. Fatal/SSI-only source (no all-crash denominator, no numeric per-crash counts): crashes is not comparable; serious_injury_persons (SSI-flagged crash count) is an analogous proxy, unvalidated against an independent benchmark, same caveat as VA/WI's injury-count proxies. coverage_valid, zero geography exclusions across all 7 years (source: Indianapolis MPO Fatal/SSI Crash Data FeatureServer, services5.arcgis.com)."
MA,2013,accepted,"FARS person-fatality comparison: ratio=1.003, county-year Pearson=0.9999, county-date agreement=0.9994; coverage_valid, invalid_geography_count=0."
MA,2014,accepted,"FARS person-fatality comparison: ratio=1.014, county-year Pearson=0.9990, county-date agreement=0.9987; coverage_valid, invalid_geography_count=0."
MA,2015,accepted,"FARS person-fatality comparison: ratio=0.997, county-year Pearson=0.9989, county-date agreement=0.9994; coverage_valid, invalid_geography_count=0."
MA,2016,accepted,"FARS person-fatality comparison: ratio=1.016, county-year Pearson=0.9990, county-date agreement=0.9985; coverage_valid, invalid_geography_count=0."
MA,2017,accepted,"FARS person-fatality comparison: ratio=1.003, county-year Pearson=0.9992, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
MA,2018,accepted,"FARS person-fatality comparison: ratio=0.997, county-year Pearson=0.9997, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
MA,2019,accepted,"FARS person-fatality comparison: ratio=1.003, county-year Pearson=0.9999, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
MA,2020,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=0.9998, county-date agreement=0.9996; coverage_valid, invalid_geography_count=0."
MOCO,2015,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2016,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2017,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2018,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2019,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2020,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2021,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2022,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2023,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2024,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
MOCO,2025,accepted,"No comparable FARS-vs-DOT fatality field for MOCO: the FARS fatality-ratio check showed a consistent 15-33% undercount every year 2015-2024 (ratio 0.67-0.85, never above 1.0), consistent with a police on-scene severity snapshot that is not retroactively updated when a hospitalized victim later dies, unlike FARS's 30-day-death standard -- so person_fatals/serious_injury_persons are treated as non-comparable, same reasoning as NY/DE. Accepted on structural grounds for crashes only: coverage_valid, zero geography exclusions (single-county source, geography is constant), consistent ~8-12k crashes/year with full 12-month coverage across all of 2015-2025 (source: Montgomery County MD Crash Reporting, data.montgomerycountymd.gov, actively updated through the query date). Sub-state addition: no Maryland statewide crash-level feed exists."
NC,2021,accepted,"FARS person-fatality comparison: ratio=1.067, county-year Pearson=0.9952, county-date agreement=0.9930; coverage_valid, invalid_geography_count=0."
NC,2022,accepted,"FARS person-fatality comparison: ratio=1.108, county-year Pearson=0.9869, county-date agreement=0.9908; coverage_valid, invalid_geography_count=0."
NC,2023,accepted,"FARS person-fatality comparison: ratio=1.075, county-year Pearson=0.9952, county-date agreement=0.9923; coverage_valid, invalid_geography_count=0."
NC,2024,accepted,"FARS person-fatality comparison: ratio=1.078, county-year Pearson=0.9970, county-date agreement=0.9917; coverage_valid, invalid_geography_count=0."
NY,2021,accepted,"NY_DOT contract only claims crashes as a comparable outcome (person_fatals is a fatal-accident count, not a person-fatality count, per its own spec); coverage_valid and geography-complete. No FARS fatality comparison is possible or expected."
NY,2022,accepted,"NY_DOT contract only claims crashes as a comparable outcome (person_fatals is a fatal-accident count, not a person-fatality count, per its own spec); coverage_valid and geography-complete. No FARS fatality comparison is possible or expected."
NY,2023,accepted,"NY_DOT contract only claims crashes as a comparable outcome (person_fatals is a fatal-accident count, not a person-fatality count, per its own spec); coverage_valid and geography-complete. No FARS fatality comparison is possible or expected."
NY,2024,accepted,"NY_DOT contract only claims crashes as a comparable outcome (person_fatals is a fatal-accident count, not a person-fatality count, per its own spec); coverage_valid and geography-complete. No FARS fatality comparison is possible or expected."
OR,2019,accepted,"FARS person-fatality comparison: ratio=1.002, county-year Pearson=0.9999, county-date agreement=0.9994; coverage_valid, invalid_geography_count=0."
OR,2020,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.0000, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
OR,2021,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.0000, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
OR,2022,accepted,"FARS person-fatality comparison: ratio=1.002, county-year Pearson=1.0000, county-date agreement=0.9983; coverage_valid, invalid_geography_count=0."
OR,2023,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.0000, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
OR,2024,accepted,"FARS person-fatality comparison: ratio=0.996, county-year Pearson=0.9993, county-date agreement=0.9991; coverage_valid, invalid_geography_count=0."
TN,2021,accepted,"FARS person-fatality comparison: ratio=1.037, county-year Pearson=0.9992, county-date agreement=0.9972; coverage_valid, invalid_geography_count=0."
TN,2022,accepted,"FARS person-fatality comparison: ratio=1.046, county-year Pearson=0.9989, county-date agreement=0.9967; coverage_valid, invalid_geography_count=0."
TN,2023,accepted,"FARS person-fatality comparison: ratio=1.046, county-year Pearson=0.9995, county-date agreement=0.9964; coverage_valid, invalid_geography_count=0."
TN,2024,accepted,"FARS person-fatality comparison: ratio=1.028, county-year Pearson=0.9991, county-date agreement=0.9962; coverage_valid, invalid_geography_count=0."
TX,2020,accepted,"FARS person-fatality comparison: ratio=1.015, county-year Pearson=0.9983, county-date agreement=0.9955; coverage_valid, invalid_geography_count=0."
TX,2021,accepted,"FARS person-fatality comparison: ratio=1.002, county-year Pearson=0.9982, county-date agreement=0.9951; coverage_valid, invalid_geography_count=0."
TX,2022,accepted,"FARS person-fatality comparison: ratio=1.010, county-year Pearson=0.9972, county-date agreement=0.9954; coverage_valid, invalid_geography_count=0."
TX,2023,accepted,"FARS person-fatality comparison: ratio=1.010, county-year Pearson=0.9983, county-date agreement=0.9961; coverage_valid, invalid_geography_count=0."
TX,2024,accepted,"FARS person-fatality comparison: ratio=1.012, county-year Pearson=0.9991, county-date agreement=0.9963; coverage_valid, invalid_geography_count=0."
UT,2018,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=0.9998, county-date agreement=0.9789; coverage_valid, invalid_geography_count=0."
UT,2019,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=0.9987, county-date agreement=0.9822; coverage_valid, invalid_geography_count=0."
UT,2020,accepted,"FARS person-fatality comparison: ratio=0.996, county-year Pearson=0.9989, county-date agreement=0.9767; coverage_valid, invalid_geography_count=0."
UT,2021,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=1.0000, county-date agreement=0.9745; coverage_valid, invalid_geography_count=0."
UT,2022,accepted,"FARS person-fatality comparison: ratio=0.994, county-year Pearson=0.9998, county-date agreement=0.9738; coverage_valid, invalid_geography_count=0."
UT,2023,accepted,"FARS person-fatality comparison: ratio=0.993, county-year Pearson=0.9999, county-date agreement=0.9770; coverage_valid, invalid_geography_count=0."
UT,2024,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=0.9998, county-date agreement=0.9737; coverage_valid, invalid_geography_count=0."
VA,2017,accepted,"FARS person-fatality comparison: ratio=1.005, county-year Pearson=0.9998, county-date agreement=0.9999; coverage_valid, invalid_geography_count=0."
VA,2018,accepted,"FARS person-fatality comparison: ratio=0.999, county-year Pearson=0.9996, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
VA,2019,accepted,"FARS person-fatality comparison: ratio=0.995, county-year Pearson=0.9989, county-date agreement=0.9998; coverage_valid, invalid_geography_count=0."
VA,2020,accepted,"FARS person-fatality comparison: ratio=0.996, county-year Pearson=0.9980, county-date agreement=0.9994; coverage_valid, invalid_geography_count=0."
VA,2021,accepted,"FARS person-fatality comparison: ratio=0.995, county-year Pearson=0.9985, county-date agreement=0.9993; coverage_valid, invalid_geography_count=0."
VA,2022,accepted,"FARS person-fatality comparison: ratio=0.999, county-year Pearson=0.9984, county-date agreement=0.9994; coverage_valid, invalid_geography_count=0."
VA,2023,accepted,"FARS person-fatality comparison: ratio=0.992, county-year Pearson=0.9986, county-date agreement=0.9993; coverage_valid, invalid_geography_count=0."
VA,2024,accepted,"FARS person-fatality comparison: ratio=1.001, county-year Pearson=0.9993, county-date agreement=0.9996; coverage_valid, invalid_geography_count=0."
WI,2013,accepted,"FARS person-fatality comparison: ratio=0.987, county-year Pearson=0.9976, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
WI,2014,accepted,"FARS person-fatality comparison: ratio=1.000, county-year Pearson=0.9987, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
WI,2015,accepted,"FARS person-fatality comparison: ratio=0.993, county-year Pearson=0.9973, county-date agreement=0.9990; coverage_valid, invalid_geography_count=0."
WI,2016,accepted,"FARS person-fatality comparison: ratio=0.980, county-year Pearson=0.9984, county-date agreement=0.9990; coverage_valid, invalid_geography_count=0."
WI,2017,accepted,"FARS person-fatality comparison: ratio=0.969, county-year Pearson=0.9987, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
WI,2018,accepted,"FARS person-fatality comparison: ratio=0.976, county-year Pearson=0.9989, county-date agreement=0.9993; coverage_valid, invalid_geography_count=0."
WI,2019,accepted,"FARS person-fatality comparison: ratio=0.972, county-year Pearson=0.9982, county-date agreement=0.9991; coverage_valid, invalid_geography_count=0."
WI,2020,accepted,"FARS person-fatality comparison: ratio=0.967, county-year Pearson=0.9986, county-date agreement=0.9986; coverage_valid, invalid_geography_count=0."
WI,2021,accepted,"FARS person-fatality comparison: ratio=0.960, county-year Pearson=0.9982, county-date agreement=0.9985; coverage_valid, invalid_geography_count=0."
WI,2022,accepted,"FARS person-fatality comparison: ratio=0.985, county-year Pearson=0.9992, county-date agreement=0.9993; coverage_valid, invalid_geography_count=0."
WI,2023,accepted,"FARS person-fatality comparison: ratio=0.961, county-year Pearson=0.9992, county-date agreement=0.9989; coverage_valid, invalid_geography_count=0."
WI,2024,accepted,"FARS person-fatality comparison: ratio=0.968, county-year Pearson=0.9991, county-date agreement=0.9990; coverage_valid, invalid_geography_count=0."
